transaction_date,region,product_category,channel,customer_segment,transaction_amount,monthly_active_users,churn_flag,support_tickets,marketing_spend
2023-08-08,North,Mortgages,Online,Retail,369.82,2256,0,1,39286.12
2024-10-14,North,Insurance,ATM,Premium,313.47,384,0,16,38939.79
2024-04-06,West,Insurance,Mobile App,Retail,244.12,4653,0,16,31520.08
2024-11-17,East,Loans,Branch,Retail,24719.17,4117,0,9,7005.48
2023-01-30,South,Loans,Online,Student,685.62,4138,0,6,3898.97
2024-08-23,North,Insurance,ATM,Student,8773.23,869,0,2,14030.89
2023-07-01,South,Insurance,ATM,Premium,515.29,1314,0,4,44556.14
2024-06-10,South,Credit Cards,Online,Business,210.64,2169,0,1,47881.76
2023-08-08,East,Credit Cards,Online,Business,286.93,1506,0,18,47765.26
2024-04-09,South,Savings,Online,Business,169.38,387,0,15,48329.52
2023-04-21,East,Savings,Online,Premium,2385.95,4069,0,2,43990.67
2024-08-31,South,Savings,Branch,Retail,195.03,4520,1,15,2411.44
2024-05-23,West,Savings,Online,Premium,400.51,4462,0,4,20979.23
2023-05-23,North,Loans,Branch,Business,1193.28,380,0,19,15527.67
2024-09-05,East,Insurance,ATM,Student,99.53,4123,0,11,41794.92
2023-08-18,South,Savings,Branch,Premium,183.06,4295,0,20,6429.22
2024-11-24,Central,Loans,Mobile App,Premium,2135.35,934,1,10,9738.0
2023-06-26,North,Savings,ATM,Student,1641.39,1530,1,13,9414.61
2023-03-23,North,Mortgages,Online,Premium,665.9,4048,0,2,44232.35
2024-06-12,Central,Savings,Mobile App,Business,9029.42,1915,0,16,31223.37
2023-03-04,North,Loans,ATM,Premium,2884.64,3751,0,11,39933.44
2023-03-30,East,Insurance,ATM,Premium,90.78,582,0,8,46197.88
2023-11-19,East,Credit Cards,ATM,Retail,445.26,440,0,4,48001.78
2024-07-17,East,Insurance,Branch,Retail,82.76,2114,0,20,14139.88
2023-10-06,Central,Mortgages,Mobile App,Student,505.0,1436,0,4,14774.82
2024-05-04,North,Insurance,Mobile App,Retail,386.66,1888,0,0,21000.94
2024-04-18,East,Insurance,Mobile App,Premium,50.0,503,0,3,23624.87
2023-09-14,South,Credit Cards,Mobile App,Student,7722.68,1710,0,13,5494.4
2024-08-10,East,Savings,Mobile App,Business,490.52,3895,1,11,17962.7
2024-12-29,East,Savings,Mobile App,Premium,358.64,988,0,9,30899.35
2024-03-24,West,Loans,Branch,Retail,1083.59,2090,0,16,7634.68
2024-06-16,West,Insurance,Branch,Student,420.53,2831,0,11,17825.41
2023-03-16,South,Mortgages,ATM,Student,394.37,4320,0,4,24691.09
2023-08-11,West,Loans,Branch,Business,87.58,3357,0,11,11199.6
2024-06-19,North,Credit Cards,Online,Retail,13372.69,2336,0,0,45643.67
2023-06-19,South,Savings,Branch,Premium,1302.65,1574,0,7,5945.67
2024-08-25,West,Insurance,Branch,Premium,369.61,1130,0,18,21284.26
2023-11-15,West,Credit Cards,ATM,Business,4790.93,3647,1,6,45405.73
2024-10-29,Central,Insurance,Online,Retail,3080.29,2036,0,2,20988.89
2024-04-03,East,Credit Cards,Online,Premium,970.84,854,0,18,32996.22
2023-12-15,South,Savings,Branch,Premium,311.53,1499,0,17,37100.16
2023-04-14,Central,Savings,Branch,Business,236.13,4643,0,8,31275.98
2024-04-20,North,Credit Cards,Branch,Premium,6765.93,2285,0,18,48089.53
2023-12-25,West,Mortgages,Mobile App,Retail,3814.52,4647,0,18,23790.05
2024-04-24,South,Credit Cards,ATM,Business,573.19,304,0,5,10633.9
2023-05-15,South,Savings,Mobile App,Student,498.79,1478,1,2,34816.2
2024-01-25,Central,Savings,Online,Student,4093.18,3156,0,2,33611.47
2023-10-29,North,Insurance,Mobile App,Retail,16333.86,3999,0,18,18939.09
2023-11-11,East,Insurance,Branch,Retail,183.84,1078,0,9,35390.54
2024-02-23,East,Insurance,Mobile App,Business,12896.01,2098,0,9,7240.82
2023-04-23,East,Loans,Branch,Premium,265.18,4711,0,1,34908.66
2024-05-03,South,Mortgages,Online,Student,686.31,1709,0,17,3358.19
2024-01-30,East,Savings,Online,Student,261.26,2509,0,2,24597.96
2024-06-26,South,Mortgages,ATM,Business,769.3,1516,0,20,39781.69
2023-12-27,East,Mortgages,ATM,Student,172.18,488,0,17,10343.92
2023-09-08,South,Mortgages,Branch,Retail,10833.23,3664,1,13,23235.2
2024-06-21,North,Mortgages,Online,Retail,455.43,944,0,9,36350.25
2023-12-02,South,Mortgages,Branch,Retail,403.77,2721,0,8,22384.77
2023-08-03,North,Savings,Online,Premium,765.09,4896,0,0,7177.28
2023-07-15,North,Savings,Online,Business,5446.19,3315,0,6,14945.8
2024-10-28,North,Savings,Mobile App,Retail,2298.0,1756,0,11,16666.88
2024-11-27,North,Insurance,Mobile App,Premium,764.96,1078,0,10,36934.65
2024-05-21,South,Credit Cards,Branch,Business,180.25,3314,0,5,5023.05
2024-02-20,North,Savings,ATM,Retail,663.11,1328,0,20,42371.85
2023-09-16,West,Credit Cards,Mobile App,Business,587.06,1482,0,12,48418.26
2023-04-13,North,Loans,Mobile App,Student,360.13,2771,0,18,45203.44
2024-08-21,West,Mortgages,Mobile App,Retail,3045.21,2346,0,17,1361.99
2023-12-31,Central,Loans,Mobile App,Premium,4862.39,939,0,2,32122.85
2024-07-23,North,Mortgages,Branch,Retail,774.77,1913,0,8,39141.5
2024-03-10,West,Credit Cards,Mobile App,Retail,243.37,2134,0,12,29678.28
2023-05-11,South,Mortgages,Branch,Retail,490.17,3299,0,8,42834.26
2023-08-11,South,Savings,Online,Retail,1703.47,1624,0,6,3218.11
2023-06-27,West,Mortgages,ATM,Student,5081.24,2587,0,15,36129.38
2024-07-17,South,Insurance,Branch,Business,3930.87,4499,1,10,24090.78
2023-04-29,South,Savings,Online,Premium,6673.19,230,0,7,24088.12
2023-03-27,North,Savings,ATM,Premium,135.19,3598,0,12,18147.06
2024-01-19,Central,Loans,Branch,Business,403.66,3558,0,8,15465.8
2023-09-28,South,Credit Cards,Online,Retail,2291.49,4641,1,13,5075.92
2024-07-31,North,Loans,Branch,Student,607.21,1105,0,7,23233.17
2024-07-29,South,Insurance,Branch,Business,1033.15,3694,0,1,26148.33
2024-10-17,East,Savings,Online,Retail,3585.44,1818,0,8,15101.15
2023-11-04,North,Mortgages,ATM,Retail,780.46,2980,0,6,46341.02
2023-07-06,North,Savings,ATM,Student,794.4,4238,0,11,13484.14
2024-06-27,East,Credit Cards,Mobile App,Student,115.21,449,0,1,44437.06
2023-10-30,North,Insurance,Mobile App,Premium,9032.6,4349,0,5,17995.84
2023-10-23,West,Credit Cards,ATM,Premium,91.84,2534,0,5,36883.2
2024-02-22,Central,Credit Cards,ATM,Student,673.06,2737,0,9,49979.98
2024-04-23,North,Loans,Mobile App,Retail,2502.38,1090,0,9,45633.14
2024-06-07,East,Insurance,Branch,Student,361.83,2537,0,16,18084.27
2024-08-26,East,Credit Cards,Mobile App,Premium,84.99,3724,0,7,5591.29
2024-05-02,South,Loans,ATM,Retail,1964.73,2222,0,10,1379.95
2023-07-27,West,Insurance,ATM,Retail,857.28,777,0,8,23083.11
2023-08-01,North,Mortgages,Online,Business,5546.0,1086,0,8,42427.36
2023-07-10,South,Credit Cards,Online,Premium,2118.47,1675,0,5,17179.37
2024-10-20,South,Credit Cards,Mobile App,Student,7960.73,2215,0,18,26092.27
2023-05-19,North,Insurance,ATM,Premium,8432.47,4200,0,8,21594.3
2024-12-14,West,Insurance,Mobile App,Student,108.08,2560,0,7,49138.89
2024-03-23,East,Mortgages,Branch,Student,76873.66,1320,0,14,45762.38
2023-01-24,Central,Loans,Mobile App,Student,7342.27,4670,0,6,28284.09
2024-05-17,East,Credit Cards,Online,Retail,4898.43,1765,0,5,46668.55
2024-01-19,Central,Savings,ATM,Business,944.43,847,0,19,29716.87
2024-12-23,North,Insurance,Mobile App,Retail,306.15,869,0,19,27565.08
2023-10-12,East,Credit Cards,Mobile App,Student,191.98,4454,0,0,27113.35
2024-01-27,East,Loans,Mobile App,Premium,720.45,721,0,19,27702.55
2023-06-01,Central,Savings,Branch,Business,8154.7,3535,0,1,1251.79
2024-06-28,North,Loans,Online,Premium,689.46,3237,0,14,3050.71
2023-03-16,East,Savings,ATM,Student,5389.97,2224,0,1,9042.21
2023-12-11,South,Insurance,Mobile App,Retail,3847.36,626,0,8,28486.15
2023-12-18,South,Credit Cards,Branch,Premium,73.21,4999,0,0,23962.26
2023-05-15,North,Savings,Online,Premium,1246.28,405,0,3,6735.39
2024-03-28,East,Loans,Mobile App,Business,434.9,3977,0,14,9748.16
2023-11-03,West,Savings,Mobile App,Retail,998.74,3293,0,1,46051.73
2024-11-11,South,Savings,Online,Premium,244.19,973,0,13,5591.21
2023-12-20,North,Mortgages,ATM,Business,48419.27,4058,0,12,5598.69
2024-07-28,East,Savings,ATM,Business,644.64,4425,0,17,12916.25
2023-07-11,East,Mortgages,Online,Business,1578.16,2507,0,2,30921.02
2023-10-04,North,Insurance,ATM,Business,50.0,4752,0,14,24095.81
2024-11-02,East,Savings,ATM,Business,4746.07,1524,0,3,26360.34
2024-06-21,West,Insurance,Branch,Business,1005.1,379,0,13,34055.7
2023-12-17,South,Mortgages,Branch,Premium,10043.09,1258,0,13,12583.79
2024-01-29,North,Loans,ATM,Business,12752.5,1017,0,1,46527.69
2023-05-11,North,Loans,Online,Student,12271.23,1574,1,17,31395.29
2023-08-30,North,Savings,Mobile App,Premium,278.05,1539,0,18,23854.07
2023-04-18,North,Insurance,ATM,Student,17525.59,3160,0,13,40973.86
2024-07-25,North,Loans,Mobile App,Premium,163.32,170,0,18,4668.8
2024-03-18,North,Mortgages,Online,Student,1317.16,1932,0,6,32528.55
2024-04-02,Central,Loans,Branch,Premium,247.99,327,0,20,9949.37
2023-07-12,South,Savings,Mobile App,Retail,3338.18,4389,0,12,22981.23
2023-02-07,South,Credit Cards,Branch,Business,2100.77,4691,0,11,37503.22
2023-11-28,West,Insurance,Mobile App,Student,1810.08,4217,1,4,38756.29
2024-01-17,West,Savings,Branch,Business,41969.68,152,0,1,28285.18
2023-08-21,Central,Credit Cards,ATM,Premium,1014.3,2145,0,2,20201.14
2023-11-03,West,Credit Cards,Mobile App,Premium,2133.74,3493,0,3,13264.07
2024-04-03,East,Loans,Online,Retail,2117.8,3692,1,13,4260.79
2023-10-27,South,Loans,Mobile App,Student,3950.18,4152,0,0,8462.06
2023-02-23,East,Loans,Branch,Student,2613.09,116,0,15,15602.33
2023-03-21,West,Savings,Branch,Premium,6576.61,165,0,20,9887.94
2023-12-26,Central,Savings,Mobile App,Student,458.56,983,0,3,11814.97
2024-10-26,West,Loans,Mobile App,Business,938.93,4251,0,0,8184.36
2024-05-25,North,Credit Cards,Online,Retail,50.0,1007,0,3,40885.37
2023-04-15,East,Savings,ATM,Retail,535.66,946,0,9,6479.31
2024-06-07,North,Insurance,Mobile App,Student,1509.12,3816,0,0,35806.32
2024-02-26,South,Insurance,Mobile App,Student,17584.55,1990,0,10,23308.76
2024-02-18,South,Loans,Branch,Student,168.87,2426,1,19,16260.48
2023-11-06,South,Mortgages,Mobile App,Student,3902.45,2619,0,9,40701.38
2024-11-04,West,Savings,ATM,Retail,59.57,3952,0,13,22539.43
2023-07-15,East,Savings,ATM,Retail,995.62,1682,1,10,1841.54
2024-02-07,Central,Insurance,Branch,Business,50.0,2811,0,8,44649.66
2023-11-01,West,Insurance,Branch,Business,432.89,4750,0,16,45050.74
2023-06-09,North,Loans,ATM,Premium,470.38,3106,0,7,49619.49
2024-02-24,North,Credit Cards,Mobile App,Business,929.0,1676,0,4,43965.62
2023-07-14,South,Savings,ATM,Business,1837.39,2046,1,7,18976.67
2024-11-17,South,Loans,Online,Premium,369.06,1495,0,5,31232.83
2023-07-28,South,Savings,Mobile App,Student,527.77,3365,0,6,17286.77
2023-05-03,North,Loans,Online,Premium,1455.65,2362,0,20,25154.5
2024-04-28,West,Loans,Branch,Premium,2527.59,382,0,7,25826.27
2024-08-12,West,Mortgages,Online,Premium,1783.73,4001,0,1,9549.35
2023-07-07,South,Savings,ATM,Premium,696.24,1604,0,0,43253.55
2024-11-03,North,Loans,Online,Business,421.32,2391,0,8,27764.45
2023-05-27,East,Credit Cards,ATM,Retail,420.29,1814,0,0,28312.96
2024-07-19,West,Insurance,Branch,Retail,5467.93,4996,0,5,39076.94
2024-07-21,North,Savings,Online,Student,328.56,3203,0,7,25688.83
2024-01-11,East,Savings,Mobile App,Business,413.97,4484,0,15,41533.85
2023-08-14,West,Loans,ATM,Business,7193.35,1283,0,20,45075.6
2023-01-22,North,Mortgages,Online,Premium,1678.99,1912,0,18,9567.77
2024-01-17,West,Credit Cards,Mobile App,Business,2665.69,4344,0,6,30382.72
2023-05-31,West,Savings,ATM,Business,2617.83,4343,0,13,48166.19
2023-02-19,South,Credit Cards,Branch,Premium,1812.23,3011,0,16,48480.91
2023-10-20,South,Savings,ATM,Student,1353.18,2910,0,7,9938.95
2024-11-24,North,Mortgages,Mobile App,Retail,950.28,737,0,5,11832.24
2023-09-03,Central,Savings,Branch,Retail,565.04,105,0,13,6542.1
2023-08-09,West,Insurance,Online,Premium,4324.2,219,0,16,10837.91
2024-02-19,Central,Credit Cards,Branch,Business,1200.47,1653,0,10,48428.18
2024-04-30,East,Savings,Branch,Premium,186.45,4154,0,7,36233.64
2024-01-02,West,Credit Cards,Branch,Student,1027.66,1719,0,8,26827.86
2024-12-17,West,Credit Cards,Branch,Business,362.82,2693,0,6,10615.27
2024-06-23,East,Credit Cards,ATM,Premium,549.46,1979,0,13,43418.23
2024-06-29,North,Mortgages,Online,Student,413.89,3378,0,5,20710.23
2023-01-14,South,Mortgages,Online,Retail,173.56,2025,0,10,1714.18
2023-01-08,North,Savings,Branch,Retail,17690.4,4711,0,1,35180.71
2024-07-11,North,Mortgages,ATM,Premium,1289.53,4914,0,12,14234.68
2023-06-15,East,Savings,Branch,Retail,70.03,2536,0,7,5796.38
2024-04-28,North,Loans,Mobile App,Premium,2783.56,2029,0,9,46198.2
2023-02-26,South,Credit Cards,Branch,Student,460.64,2963,0,2,6051.85
2024-12-06,Central,Insurance,Branch,Premium,295.61,3854,0,1,21588.16
2024-09-18,South,Savings,Online,Student,7361.82,3059,1,16,26804.07
2024-02-15,North,Mortgages,Branch,Business,387.41,4928,0,3,10156.81
2024-11-07,East,Savings,Online,Business,3577.37,373,0,10,4254.32
2024-02-11,West,Loans,ATM,Student,1368.3,1309,0,7,33733.1
2023-04-23,North,Mortgages,Branch,Student,18408.71,3625,0,18,10818.21
2023-02-08,South,Insurance,Mobile App,Premium,944.01,174,0,4,7571.82
2023-04-25,North,Insurance,Mobile App,Business,551.83,2559,0,9,48360.98
2024-04-02,North,Mortgages,ATM,Student,4077.73,1032,0,16,18403.4
2023-12-23,South,Credit Cards,Online,Premium,551.8,2976,0,16,14316.66
2024-07-12,North,Loans,Mobile App,Student,1292.95,1537,1,3,28610.27
2024-01-23,West,Mortgages,ATM,Retail,439.73,300,0,4,12016.27
2023-02-14,North,Loans,Mobile App,Business,1768.04,4443,0,8,28318.79
2024-09-30,East,Savings,Mobile App,Retail,355.93,2477,0,1,31382.57
2023-08-18,West,Mortgages,Mobile App,Premium,547.19,1942,0,13,33511.03
2024-05-15,North,Savings,Branch,Student,3615.13,642,0,15,3904.83
2024-03-18,West,Savings,Branch,Business,77.64,1049,1,4,4364.77
2024-07-01,Central,Insurance,ATM,Premium,2825.28,1636,0,12,23384.97
2023-08-27,West,Credit Cards,Branch,Student,357.89,3906,1,2,19968.43
2023-11-26,Central,Mortgages,Online,Retail,796.65,1476,0,18,30005.27
2023-06-05,East,Savings,Branch,Student,13966.13,4654,0,1,44819.49
2023-06-13,Central,Loans,Mobile App,Premium,178.53,505,0,17,28374.77
2024-08-27,West,Credit Cards,Branch,Retail,157.73,3035,0,17,34664.98
2024-06-11,North,Mortgages,Mobile App,Retail,1067.95,1822,0,4,27041.96
2024-04-13,North,Loans,Branch,Student,128.1,1062,0,20,22539.5
2023-11-08,North,Credit Cards,Mobile App,Business,739.76,2910,0,17,25195.03
2024-12-24,Central,Loans,Online,Premium,2609.88,1697,0,4,31800.58
2024-12-13,South,Mortgages,Mobile App,Student,68.75,4459,0,20,45610.06
2023-09-11,East,Savings,ATM,Business,14435.27,189,0,6,2237.86
2024-12-27,South,Savings,ATM,Retail,696.01,493,0,0,36976.24
2024-06-16,North,Loans,Online,Premium,1369.58,3610,0,5,20471.42
2024-12-03,East,Credit Cards,Online,Retail,1919.72,4029,0,13,35570.46
2023-10-09,North,Insurance,Online,Business,2399.97,459,0,16,31390.25
2023-11-23,Central,Savings,Branch,Premium,2156.15,1408,0,11,43841.94
2023-11-11,North,Credit Cards,ATM,Student,3063.83,4011,0,5,8069.81
2024-08-18,East,Savings,Online,Business,1380.03,1419,0,20,19334.92
2024-09-13,Central,Loans,Branch,Student,452.05,417,0,18,7891.45
2023-08-14,South,Loans,ATM,Premium,6296.5,3727,0,18,38815.37
2024-01-31,North,Savings,ATM,Retail,4915.76,868,0,16,44223.81
2023-06-23,North,Savings,ATM,Student,571.73,2410,0,10,8405.05
2024-01-08,West,Insurance,Branch,Student,892.95,3319,0,11,9985.09
2024-03-20,North,Mortgages,ATM,Student,1054.26,236,0,0,43169.35
2024-12-06,North,Credit Cards,Online,Student,6204.87,3073,0,0,49202.1
2023-08-08,South,Savings,Mobile App,Retail,694.77,3599,0,2,26746.11
2024-05-11,West,Mortgages,Mobile App,Business,404.31,4052,0,6,5628.79
2024-01-29,North,Mortgages,Online,Student,1825.51,3997,0,3,24057.74
2023-08-13,Central,Loans,ATM,Business,428.76,2150,0,9,17698.63
2024-04-25,East,Loans,Online,Retail,1611.94,2246,0,2,43694.73
2023-03-22,Central,Loans,Branch,Student,3492.77,4318,0,0,17938.65
2023-07-09,North,Loans,Branch,Retail,1745.66,2067,0,14,8147.46
2023-10-21,East,Mortgages,Online,Business,556.49,2395,0,17,42108.28
2024-09-22,North,Credit Cards,ATM,Premium,5792.27,1776,0,9,29354.67
2023-07-26,South,Savings,ATM,Student,692.16,3705,0,18,32980.79
2024-07-18,South,Insurance,Online,Business,4107.25,694,0,17,36731.21
2024-07-28,East,Mortgages,ATM,Student,2408.35,3665,0,7,40218.86
2024-08-16,North,Insurance,Mobile App,Student,2668.24,1797,0,11,35672.85
2024-08-27,Central,Insurance,Mobile App,Student,5655.51,3353,0,0,46862.6
2024-02-28,West,Insurance,Branch,Business,4570.29,2139,1,2,13547.93
2023-09-30,South,Credit Cards,Mobile App,Business,566.32,4694,0,18,30041.96
2024-09-19,South,Loans,Branch,Student,4466.42,1493,0,2,3952.26
2023-01-25,North,Insurance,Branch,Retail,6505.48,3834,0,10,32468.92
2024-07-09,East,Savings,Mobile App,Business,65008.38,4239,0,19,18498.91
2023-06-04,South,Savings,Branch,Premium,6715.33,598,0,6,7832.91
2023-04-30,East,Loans,ATM,Retail,1948.95,3891,0,7,5326.38
2023-08-24,Central,Loans,Online,Premium,6765.39,1965,0,20,15635.83
2023-02-23,North,Loans,Branch,Business,211.29,3203,0,12,37808.09
2024-02-17,East,Credit Cards,Branch,Premium,620.07,566,0,10,15611.37
2024-04-10,West,Mortgages,Branch,Retail,741.83,3997,0,9,10336.55
2024-09-06,North,Insurance,Mobile App,Retail,1627.71,415,0,7,11939.55
2024-05-11,East,Loans,ATM,Retail,658.86,1861,0,14,43900.25
2024-01-23,West,Savings,Mobile App,Retail,2895.33,1021,0,12,13656.69
2023-08-17,North,Mortgages,Mobile App,Business,272.35,2893,0,15,22137.68
2023-03-23,East,Credit Cards,Mobile App,Premium,828.17,2058,0,4,9699.09
2024-04-19,West,Savings,Online,Student,82.77,388,0,6,10737.64
2023-01-27,Central,Savings,Mobile App,Premium,485.57,2662,0,4,18401.0
2023-08-14,East,Insurance,Online,Premium,1342.12,4187,0,15,41150.75
2023-07-11,Central,Mortgages,ATM,Premium,258.14,3310,0,9,42890.13
2023-01-22,South,Insurance,Online,Business,2598.95,628,0,8,11341.66
2024-04-18,West,Loans,Online,Business,1335.92,314,0,5,47799.74
2024-10-25,South,Mortgages,Online,Business,271.48,3774,0,17,1999.87
2024-09-13,Central,Insurance,ATM,Premium,461.52,4623,0,20,5109.63
2024-08-29,East,Savings,Branch,Business,7374.14,634,0,13,27200.71
2023-10-07,North,Mortgages,Branch,Business,1458.34,918,0,13,33437.06
2023-04-17,Central,Credit Cards,ATM,Student,1227.11,4933,0,6,17539.49
2023-02-27,Central,Credit Cards,Online,Premium,1160.54,3819,0,10,10329.33
2023-10-22,Central,Credit Cards,Branch,Business,839.52,4074,0,3,20278.7
2023-10-08,South,Loans,Online,Student,3301.21,4688,0,17,48997.31
2024-01-14,South,Insurance,Branch,Student,1590.32,4323,0,9,9671.81
2023-12-08,North,Mortgages,Mobile App,Retail,3185.75,4093,0,10,26245.88
2024-12-20,West,Insurance,ATM,Student,2509.44,2406,0,2,6188.5
2024-06-15,North,Loans,Branch,Student,1244.87,2152,0,18,30157.57
2024-12-07,West,Savings,Mobile App,Retail,6234.82,1473,0,15,20357.86
2023-11-01,Central,Loans,ATM,Retail,5306.93,3515,0,5,29787.08
2023-08-22,Central,Credit Cards,Mobile App,Premium,50766.99,937,0,9,41853.48
2024-12-27,Central,Credit Cards,Mobile App,Retail,256.39,1509,0,3,20909.16
2023-12-01,East,Savings,Online,Premium,94.7,1154,0,2,36035.73
2023-01-20,South,Insurance,ATM,Business,6734.95,335,0,3,5079.58
2024-10-13,Central,Loans,Mobile App,Retail,661.21,3275,0,5,1000.59
2024-04-14,East,Insurance,Mobile App,Retail,499.33,673,1,17,36630.03
2024-10-06,North,Mortgages,Mobile App,Premium,1742.03,1268,0,15,2752.31
2024-12-20,North,Insurance,Online,Premium,3415.95,2583,0,18,24984.53
2023-08-06,East,Mortgages,Online,Business,1274.79,1172,0,11,27706.1
2023-02-03,Central,Credit Cards,Online,Retail,9925.51,3469,0,3,45564.79
2024-12-01,East,Loans,Online,Business,54557.35,4409,0,20,33858.43
2023-02-08,South,Insurance,Mobile App,Retail,896.51,3327,0,4,41405.74
2023-12-27,North,Savings,ATM,Business,384.57,2950,0,6,44426.97
2023-09-06,East,Savings,Mobile App,Premium,2087.14,2728,0,8,16166.26
2023-05-18,South,Mortgages,Online,Business,396.16,2059,0,6,2267.14
2023-09-18,West,Mortgages,Online,Retail,61211.53,4770,0,9,43004.72
2024-06-01,North,Savings,Branch,Retail,511.07,1386,0,14,28903.65
2023-08-23,East,Loans,Mobile App,Premium,164.37,1036,0,11,44822.8
2024-05-17,North,Credit Cards,Mobile App,Business,2113.05,4280,0,16,42165.84
2023-06-14,North,Insurance,Online,Student,1074.56,3791,0,10,22805.1
2023-04-11,North,Mortgages,Mobile App,Retail,422.48,3042,0,17,32645.61
2023-05-05,West,Insurance,Branch,Business,1558.44,963,0,6,44991.28
2023-04-21,West,Mortgages,ATM,Retail,172.47,1603,0,6,49803.67
2023-04-03,South,Mortgages,Mobile App,Student,406.27,4173,0,0,25519.95
2024-03-12,North,Savings,Branch,Business,1867.84,2757,0,10,10120.69
2023-10-21,Central,Insurance,Branch,Student,1817.15,2607,0,12,15866.2
2024-09-03,North,Mortgages,Branch,Retail,1069.38,4120,0,7,4942.31
2023-06-28,North,Credit Cards,Branch,Business,27750.89,3669,0,13,39294.37
2024-05-04,North,Loans,Branch,Premium,751.47,2450,0,12,22561.32
2023-05-07,Central,Savings,Branch,Premium,676.51,4890,0,9,10274.87
2024-10-23,East,Credit Cards,ATM,Retail,60857.21,4905,0,5,12925.51
2023-05-03,East,Mortgages,ATM,Premium,163.43,4786,0,9,24845.75
